id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
226,206,80.0,0.0,0.6875,0.3125,9.6807,9.6808,9.6804,90.0042,90.0036,89.9946,0.1367,1.5381
227,167,30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.1225,4.0806
228,206,80.0,0.3125,0.375,0.3125,9.5498,9.5496,9.5495,90.003,90.0031,89.9967,0.2054,1.8941
229,33,40.0,0.0,0.8125,0.1875,5.2262,8.9578,9.5751,89.9972,90.0008,90.001,0.1062,1.6909
230,12,80.0,0.4375,0.2812,0.2812,24.3927,6.202,6.0758,89.9997,104.5965,90.0001,0.1479,1.8403
231,227,40.0,0.375,0.375,0.25,5.9856,5.9853,14.6474,89.9922,90.0069,119.9958,0.3452,1.4549
232,227,40.0,0.375,0.5,0.125,5.9399,5.9389,14.0647,90.0181,90.0012,120.0035,0.2558,0.8536
233,206,80.0,0.4375,0.5625,0.0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,0.1098,3.1215
234,33,80.0,0.75,0.0938,0.1562,10.0671,8.6325,9.2623,90.0044,90.0019,90.001,0.1778,2.9986
235,194,80.0,0.1875,0.1562,0.6562,6.8071,6.8066,24.802,90.0136,89.9984,119.9883,0.2922,0.8037
236,167,30.0,0.4167,0.0833,0.5,5.2158,5.2154,13.9784,89.994,90.0058,120.0013,0.2281,2.0619
237,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.998,0.2364,1.9447
238,33,80.0,0.625,0.1875,0.1875,10.1602,8.7086,9.3366,90.0034,90.0017,90.001,0.1849,2.7164
239,194,80.0,0.9375,0.0,0.0625,6.1382,6.1377,23.4744,90.0064,90.0065,120.0048,0.2903,3.4438
240,206,80.0,0.4375,0.2812,0.2812,9.4697,9.4694,9.4695,90.0027,90.003,89.9974,0.2205,2.1159
241,227,40.0,0.0,0.75,0.25,10.4134,6.0342,14.8738,91.0486,91.22,30.3585,0.1818,1.1437
242,167,30.0,0.0,0.0,1.0,5.5783,5.5777,14.7469,89.9974,89.9993,120.0013,0.0758,0.9439
243,12,20.0,0.75,0.0,0.25,12.0381,3.0478,5.9801,89.9993,104.6228,90.0002,0.1511,2.783
244,167,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0723,3.0501
245,12,20.0,0.25,0.0,0.75,12.2319,3.2589,6.5962,90.0,105.6922,90.0001,0.3427,0.7994
246,12,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1571,1.7474
247,33,40.0,0.5625,0.0,0.4375,5.2334,8.9433,9.5725,90.0037,90.0005,90.0006,0.2971,1.9414
248,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0647,3.2502
249,33,80.0,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2394,1.9292
250,227,40.0,0.25,0.75,0.0,5.8664,5.8661,14.3698,89.9949,90.0027,119.9988,0.1396,1.3633
251,33,40.0,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.068,3.6662
252,227,40.0,0.0625,0.625,0.3125,6.1458,6.1446,14.4547,90.0183,90.0052,120.0035,0.294,0.2934
253,33,80.0,0.4062,0.1562,0.4375,10.5398,9.0056,9.6321,90.0022,90.0002,90.0005,0.223,1.8181
254,12,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.057,3.3501
255,194,80.0,0.3125,0.4062,0.2812,6.4898,6.4896,24.2252,90.0111,90.0044,119.994,0.2812,1.4181
256,12,80.0,0.2812,0.25,0.4688,24.5056,6.3514,6.3003,89.9999,105.0268,90.0001,0.1383,1.5896
257,206,80.0,0.0,0.3125,0.6875,10.0132,10.0133,10.0133,90.002,90.0018,89.9973,0.103,1.0845
258,206,80.0,0.4375,0.0,0.5625,9.7191,9.7187,9.7191,90.0009,90.0016,89.9993,0.2645,1.6502
259,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1057,3.2978
260,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0413,2.6021
261,12,80.0,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,89.9998,104.4695,90.0001,0.0826,2.0494
262,167,30.0,0.25,0.0,0.75,5.3867,5.3862,14.3418,89.9956,90.0029,120.0014,0.2119,1.4733
263,206,80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.1016,2.9164
264,227,40.0,0.625,0.125,0.25,10.1665,5.8587,14.4298,94.6578,94.1535,30.2308,0.2641,2.2569
265,33,80.0,0.7188,0.2188,0.0625,9.9778,8.5663,9.1947,90.0038,90.0022,90.0013,0.1147,3.4166
266,227,40.0,0.8125,0.0,0.1875,10.0053,5.7928,14.2566,90.7304,90.8457,30.2783,0.3349,2.0738
267,12,80.0,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,0.2039,1.6095
268,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1086,3.3472
269,12,80.0,0.4688,0.25,0.2812,24.3602,6.1931,6.0694,89.9997,104.6073,90.0001,0.1783,2.044
270,12,20.0,0.5,0.5,0.0,12.201,3.0134,5.7748,89.9995,103.8357,90.0002,0.0402,2.9343
271,12,80.0,0.0,0.9375,0.0625,24.9052,6.204,5.9412,90.0001,103.8403,90.0001,0.0107,1.8683
272,206,80.0,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,0.2316,1.882
273,12,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1483,1.861
274,227,40.0,0.8125,0.0,0.1875,5.8832,5.8822,14.3385,90.0907,88.8021,120.0535,0.3874,1.9715
275,206,80.0,0.3125,0.1562,0.5312,9.7438,9.7435,9.7437,90.0016,90.002,89.9982,0.2254,1.4426
276,12,80.0,0.1562,0.3438,0.5,24.6273,6.4045,6.3578,90.0001,105.0628,90.0001,0.202,1.1492
277,12,80.0,0.1562,0.8125,0.0312,24.751,6.1421,5.8772,90.0,103.8047,90.0001,0.0215,2.1204
278,33,80.0,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,0.2115,1.0487
279,194,80.0,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.998,120.0028,0.2041,3.0532
280,227,40.0,0.5,0.375,0.125,10.0995,5.8459,14.1685,89.5385,89.471,30.2565,0.2113,2.2756
281,194,80.0,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,0.2506,3.0935
282,33,80.0,0.5625,0.4375,0.0,9.9815,8.5762,9.2014,90.002,90.0023,90.0017,0.0713,3.3074
283,206,80.0,0.4688,0.2812,0.25,9.4289,9.4286,9.4286,90.0028,90.0031,89.9973,0.2248,2.3551
284,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0622,3.5551
285,206,80.0,0.4062,0.0,0.5938,9.7599,9.7596,9.7599,90.0009,90.0015,89.9993,0.2293,1.5436
286,227,40.0,0.125,0.5625,0.3125,6.1189,6.1177,14.6339,90.0058,90.0003,119.9983,0.36,0.5288
287,167,30.0,0.3333,0.5,0.1667,5.0636,5.0632,13.6462,89.9954,90.0055,120.0007,0.1935,2.559
288,227,40.0,0.5,0.1875,0.3125,6.0277,6.0259,14.737,90.0623,88.116,120.0356,0.3777,1.4436
289,227,40.0,0.0,0.875,0.125,10.0585,5.8483,14.488,91.459,91.6959,30.6914,0.1594,1.319
290,194,80.0,0.5938,0.4062,0.0,6.1935,6.1934,23.6522,90.0189,89.998,120.0021,0.2186,2.9631
291,194,80.0,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,0.3288,0.8297
292,206,80.0,0.0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.1277,1.278
293,194,80.0,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.989,0.3746,0.7126
294,33,80.0,0.9688,0.0312,0.0,9.7916,8.4142,9.0463,90.0058,90.0024,90.0013,0.0443,4.6795
295,206,80.0,0.4375,0.3438,0.2188,9.4143,9.414,9.414,90.0031,90.0034,89.9969,0.1973,2.426
296,227,40.0,0.0,0.1875,0.8125,6.4848,6.4838,15.0894,90.0149,90.0105,120.0007,0.2932,0.0001
297,206,80.0,0.0,0.5938,0.4062,9.7639,9.7639,9.7636,90.0036,90.0031,89.9953,0.1349,1.3917
298,227,40.0,0.625,0.0625,0.3125,10.2193,5.915,14.4051,87.8481,87.5185,30.2551,0.3269,1.3776
299,227,40.0,0.625,0.25,0.125,10.0543,5.79,14.2537,93.9566,93.491,30.1832,0.289,1.4616
300,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0398,0.9203
301,227,40.0,0.75,0.125,0.125,9.9901,5.7813,14.0288,89.4503,89.3687,30.234,0.3942,1.7944
302,206,80.0,0.5312,0.4688,0.0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,0.1003,3.4323
303,12,80.0,0.0,0.6875,0.3125,24.8392,6.344,6.1971,90.0002,104.529,90.0001,0.021,1.4941
304,227,40.0,0.0,0.3125,0.6875,10.8693,6.2713,14.9701,84.4314,83.5345,30.9886,0.2783,0.6045
305,227,40.0,0.875,0.125,0.0,9.8046,5.6614,13.84,91.7885,91.7567,30.1664,0.072,3.2455
306,167,60.0,0.0,0.125,0.875,11.0269,5.5129,14.6067,89.9982,89.9993,120.0011,0.1115,1.0036
307,194,80.0,0.25,0.0625,0.6875,6.8101,6.8096,24.7952,90.0171,90.0006,119.9885,0.316,0.6817
308,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.004,90.0043,89.9965,0.5069,1.9411
309,33,80.0,0.125,0.4688,0.4062,10.6366,9.0915,9.713,89.9993,89.9998,90.0004,0.2042,1.3375
310,206,80.0,0.5,0.2812,0.2188,9.3881,9.3877,9.3878,90.0028,90.0033,89.9973,0.2006,2.5656
311,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0426,0.8872
312,12,80.0,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,0.0549,1.6532
313,33,80.0,0.7188,0.0625,0.2188,10.1511,8.6974,9.3273,90.0044,90.0017,90.0009,0.2264,2.711
314,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1045,3.4993
315,227,40.0,0.3125,0.6875,0.0,10.1155,5.7979,14.3795,94.9926,94.0871,30.0987,0.1279,2.2913
316,227,40.0,0.4375,0.25,0.3125,6.0328,6.0326,14.6936,90.0209,89.9949,119.998,0.3291,1.56
317,12,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0486,3.2901
318,206,80.0,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,90.0008,90.0008,89.9989,0.071,0.9724
319,33,40.0,0.0,0.625,0.375,5.3302,9.1151,9.7342,89.9979,89.9997,90.0004,0.1373,1.3418
320,33,40.0,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.2506,1.1888
321,194,80.0,0.4375,0.4062,0.1562,6.3577,6.3575,23.9705,90.0147,90.0037,119.9974,0.2395,1.8922
322,227,40.0,0.6875,0.3125,0.0,9.6139,5.6248,14.3094,98.1746,99.5844,31.285,0.1596,2.3399
323,33,80.0,0.6562,0.2188,0.125,10.0763,8.6437,9.2716,90.0034,90.0019,90.0012,0.1448,3.0674
324,206,80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.0868,3.0468
325,12,80.0,0.3125,0.5625,0.125,24.5638,6.1501,5.9411,89.9998,104.1265,90.0001,0.1337,2.2578
326,33,80.0,0.9375,0.0,0.0625,9.8755,8.4791,9.1113,90.0058,90.0023,90.0011,0.1078,3.7828
327,227,40.0,0.5,0.375,0.125,9.7756,5.7338,14.4719,97.5628,98.8855,31.5195,0.0883,2.594
328,12,80.0,0.25,0.5,0.25,24.5958,6.2379,6.082,89.9999,104.4479,90.0001,0.1214,1.714
329,206,80.0,0.2812,0.3125,0.4062,9.646,9.6458,9.6458,90.0025,90.0026,89.9972,0.2021,1.8546
330,12,80.0,0.2188,0.4688,0.3125,24.6118,6.2817,6.1525,90.0,104.6036,90.0001,0.1505,1.5436
331,33,80.0,0.25,0.75,0.0,10.1276,8.7008,9.3206,89.9989,90.002,90.0019,0.0602,2.5705
332,206,80.0,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,0.1129,1.1655
333,194,80.0,0.3125,0.625,0.0625,6.3282,6.3281,23.944,90.0131,90.002,119.9974,0.2406,1.378
334,33,80.0,0.125,0.0625,0.8125,11.0873,9.4324,10.0577,90.0006,89.9971,90.0003,0.2408,0.8991
335,227,40.0,0.0625,0.8125,0.125,6.0176,6.0165,14.4268,90.0032,90.0023,119.9976,0.1952,0.6863
336,194,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.2026,2.6535
337,194,80.0,0.4062,0.25,0.3438,6.5063,6.506,24.2351,90.0137,90.0068,119.9942,0.4023,1.2391
338,194,80.0,0.375,0.2188,0.4062,6.5624,6.562,24.339,90.0137,90.0066,119.993,0.2949,1.0686
339,194,80.0,0.4375,0.25,0.3125,6.4734,6.4731,24.1714,90.014,90.0071,119.9949,0.2449,1.8368
340,227,40.0,0.8125,0.0,0.1875,5.8564,5.8561,14.0558,90.0056,89.9943,119.9996,0.3573,1.5972
341,206,80.0,0.0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.1317,1.2352
342,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.061,3.5058
343,12,20.0,0.75,0.25,0.0,12.0711,2.9779,5.7236,89.9992,103.9258,90.0002,0.0229,3.5488
344,206,80.0,0.2812,0.0,0.7188,9.9231,9.9229,9.9232,90.0007,90.0011,89.9993,0.1985,1.1836
345,33,80.0,0.5,0.2188,0.2812,10.3226,8.8371,9.4638,90.0025,90.0011,90.0008,0.2313,2.223
346,12,80.0,0.4062,0.375,0.2188,24.4417,6.1759,6.0181,89.9997,104.4178,90.0001,0.1464,2.0916
347,12,80.0,0.375,0.3125,0.3125,24.4494,6.2373,6.1206,89.9998,104.6574,90.0001,0.195,1.507
348,12,80.0,0.3125,0.5,0.1875,24.5473,6.1851,6.0052,89.9998,104.2998,90.0001,0.1845,1.8698
349,206,80.0,0.3438,0.0625,0.5938,9.7861,9.7858,9.7861,90.0011,90.0016,89.9989,0.2201,1.5309
350,12,80.0,0.25,0.3438,0.4062,24.5546,6.3253,6.2424,90.0,104.8579,90.0001,0.1676,1.5656
351,206,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1072,3.2643
352,206,80.0,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1805,1.1882
353,12,80.0,0.625,0.0,0.375,24.1731,6.2012,6.134,89.9995,104.9066,90.0002,0.3264,1.4741
354,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1093,3.3219
355,167,30.0,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3507,2.1794
356,194,80.0,0.0,0.625,0.375,6.6614,6.6612,24.5813,89.996,90.0006,119.9893,0.0471,1.3925
357,33,40.0,0.8125,0.0,0.1875,5.0363,8.6338,9.265,90.0051,90.0019,90.0009,0.1946,3.0669
358,194,80.0,0.2188,0.5,0.2812,6.52,6.5198,24.2958,90.0076,90.0035,119.993,0.4021,1.2398
359,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1066,3.4511
360,227,40.0,0.125,0.5625,0.3125,10.4233,6.0396,14.8827,91.0488,91.2192,30.3538,0.2698,0.8871
361,227,40.0,0.375,0.5,0.125,5.9399,5.9389,14.0647,90.0181,90.0012,120.0035,0.1727,0.8714
362,227,40.0,0.125,0.5625,0.3125,6.1219,6.1194,15.0176,90.0324,88.1752,120.0119,0.3697,1.1659
363,227,40.0,0.5625,0.4375,0.0,9.9771,5.7367,14.1381,93.5941,93.0715,30.1257,0.127,2.7888
364,33,40.0,0.1875,0.8125,0.0,5.0784,8.7257,9.3445,89.9983,90.002,90.002,0.0509,2.4474
365,12,80.0,0.0,0.1875,0.8125,24.7073,6.6238,6.7113,90.0003,105.754,90.0,0.1457,0.8837
366,206,80.0,0.4688,0.4062,0.125,9.3181,9.3177,9.3177,90.0036,90.0038,89.9965,0.1778,2.808
367,12,80.0,0.25,0.3438,0.4062,24.5546,6.3253,6.2424,90.0,104.8579,90.0001,0.1828,1.4292
368,33,40.0,0.0,0.5625,0.4375,5.3649,9.1675,9.7872,89.9981,89.9993,90.0002,0.1115,1.4034
369,12,20.0,0.25,0.0,0.75,12.2319,3.2589,6.5962,90.0,105.6922,90.0001,0.3236,0.9869
370,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0714,3.3925
371,206,80.0,0.4688,0.1875,0.3438,9.512,9.5117,9.5118,90.0021,90.0026,89.998,0.2289,2.2311
372,33,80.0,0.1875,0.125,0.6875,10.9194,9.3026,9.9277,90.0009,89.9982,90.0003,0.1954,1.1412
373,33,40.0,0.0,1.0,0.0,5.1223,8.8005,9.4161,89.9963,90.0018,90.0021,0.051,2.0815
374,33,40.0,0.25,0.75,0.0,5.0638,8.7008,9.3206,89.9989,90.002,90.0019,0.0468,2.5749
375,206,80.0,0.5,0.3125,0.1875,9.3604,9.36,9.3601,90.0031,90.0034,89.9971,0.1919,2.6605
376,33,80.0,0.3438,0.25,0.4062,10.5343,9.0043,9.6295,90.0015,90.0002,90.0005,0.2323,1.7832
377,206,80.0,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.1094,3.104
378,194,80.0,0.8125,0.0,0.1875,6.2672,6.2668,23.7289,90.0102,90.0123,120.001,0.3624,1.9685
379,194,80.0,0.0,0.6562,0.3438,6.6384,6.6382,24.541,89.9955,90.0015,119.9897,0.0734,1.4469
380,206,80.0,0.8125,0.1875,0.0,9.0633,9.0626,9.0628,90.0032,90.004,89.9981,0.0895,4.3583
381,33,40.0,0.375,0.625,0.0,5.0346,8.651,9.2729,90.0002,90.0021,90.0019,0.0393,2.8477
382,194,80.0,0.4375,0.375,0.1875,6.3808,6.3806,24.0106,90.0144,90.0044,119.9969,0.2733,1.7267
383,194,80.0,0.9375,0.0312,0.0312,6.1149,6.1145,23.4343,90.0072,90.0037,120.0055,0.2286,3.768
384,12,80.0,0.4375,0.125,0.4375,24.3514,6.2895,6.2364,89.9997,105.0013,90.0001,0.2187,1.8251
385,206,80.0,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,0.1404,1.1931
386,206,80.0,0.0,0.4375,0.5625,9.9024,9.9024,9.9023,90.0027,90.0023,89.9964,0.1203,1.2087
387,33,80.0,0.1562,0.3438,0.5,10.726,9.1577,9.7806,89.9999,89.9993,90.0003,0.2266,1.3208
388,167,30.0,0.4167,0.5,0.0833,4.9998,4.9994,13.5112,89.994,90.0072,120.0008,0.1139,3.1183
389,33,80.0,0.6562,0.125,0.2188,10.1803,8.7224,9.3511,90.0038,90.0016,90.0009,0.144,2.8336
390,227,40.0,0.625,0.0,0.375,10.2738,5.9507,14.6483,90.925,91.0723,30.3158,0.4314,1.1355
391,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0459,4.3868
392,227,40.0,0.25,0.4375,0.3125,10.3702,6.0082,14.8015,91.0079,91.1711,30.3428,0.3264,0.7284
393,33,80.0,0.9062,0.0938,0.0,9.8208,8.4391,9.0702,90.0052,90.0024,90.0014,0.0467,4.4229
394,33,80.0,0.5625,0.0,0.4375,10.4667,8.9433,9.5725,90.0037,90.0005,90.0006,0.234,2.1107
395,12,80.0,0.2188,0.0,0.7812,24.4881,6.5441,6.6348,90.0001,105.7537,90.0,0.2804,0.9055
396,227,40.0,0.5625,0.375,0.0625,9.7058,5.6865,14.4016,97.7126,99.0531,31.4158,0.3564,1.2875
397,206,80.0,0.4688,0.3125,0.2188,9.4012,9.4008,9.4009,90.003,90.0033,89.9971,0.1985,2.4751
398,194,80.0,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,0.2453,2.7447
399,227,40.0,0.5625,0.125,0.3125,6.002,6.0012,14.3698,90.0068,89.9959,119.9994,0.4294,0.8564
400,167,30.0,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3493,2.4419
401,227,40.0,0.125,0.75,0.125,9.9116,5.8222,14.6069,95.7605,96.7736,31.6558,0.186,1.3205
402,167,30.0,0.9167,0.0,0.0833,4.876,4.8758,13.2618,89.9853,90.0155,120.0019,0.0871,4.5287
403,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.0936,3.4215
404,194,80.0,0.75,0.0,0.25,6.332,6.3316,23.8562,90.0118,90.0139,119.9992,0.3503,2.7602
405,227,40.0,0.875,0.0,0.125,9.9158,5.7402,14.1261,90.6631,90.7674,30.2654,0.2741,1.9105
406,33,80.0,0.1562,0.3125,0.5312,10.7607,9.1839,9.8071,90.0,89.9991,90.0002,0.2403,1.1624
407,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0319,4.5533
408,33,80.0,0.6875,0.125,0.1875,10.131,8.6837,9.3127,90.004,90.0017,90.001,0.1797,2.9739
409,12,80.0,0.125,0.5,0.375,24.6928,6.3434,6.2358,90.0001,104.735,90.0001,0.1837,1.254
410,33,80.0,0.2812,0.0625,0.6562,10.8409,9.239,9.8654,90.0017,89.9986,90.0004,0.2602,1.3279
411,33,80.0,0.25,0.25,0.5,10.6822,9.1203,9.7448,90.0009,89.9995,90.0004,0.2482,1.3189
412,12,80.0,0.1875,0.7812,0.0312,24.7185,6.1332,5.8708,89.9999,103.8157,90.0001,0.0323,2.2885
413,33,40.0,0.375,0.0,0.625,5.3812,9.1754,9.8031,90.0025,89.9991,90.0005,0.2534,1.5821
414,33,80.0,0.4062,0.125,0.4688,10.5745,9.0318,9.6587,90.0023,90.0,90.0005,0.275,1.6731
415,194,80.0,0.25,0.75,0.0,6.3023,6.3023,23.9107,90.012,90.0021,119.9976,0.1422,2.4021
416,33,80.0,0.3125,0.0625,0.625,10.7916,9.2003,9.827,90.0019,89.9989,90.0004,0.2475,1.4369
417,12,80.0,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.0825,2.1433
418,12,80.0,0.2188,0.5,0.2812,24.62,6.2643,6.1204,90.0,104.5208,90.0001,0.091,1.8706
419,33,40.0,0.0625,0.0625,0.875,5.5929,9.5098,10.1346,90.0002,89.9965,90.0002,0.2199,0.8826
420,206,80.0,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1936,1.0907
421,12,80.0,0.3438,0.2812,0.375,24.4654,6.2812,6.1912,89.9998,104.8096,90.0001,0.2026,1.6601
422,194,80.0,0.75,0.25,0.0,6.1464,6.1461,23.5348,90.0162,89.9984,120.004,0.2511,3.3218
423,12,80.0,0.375,0.4062,0.2188,24.4741,6.1848,6.0244,89.9998,104.4069,90.0001,0.118,2.2205
424,227,40.0,0.5625,0.125,0.3125,5.9985,5.9983,14.6188,90.0255,89.9903,119.9999,0.5239,0.5201
425,12,80.0,0.4375,0.2812,0.2812,24.3927,6.202,6.0758,89.9997,104.5965,90.0001,0.1662,1.9916
426,206,80.0,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.003,89.9955,0.1287,1.3821
427,227,40.0,0.1875,0.5,0.3125,6.0728,6.0725,14.8624,89.9897,90.0088,119.9957,0.3569,0.6581
428,12,80.0,0.2812,0.25,0.4688,24.5056,6.3514,6.3003,89.9999,105.0268,90.0001,0.1912,1.4875
429,206,80.0,0.0312,0.0938,0.875,10.1664,10.1664,10.1666,90.0009,90.0008,89.9987,0.0617,0.9567
430,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0607,3.713
431,33,80.0,0.9062,0.0625,0.0312,9.8554,8.4654,9.0967,90.0054,90.0023,90.0013,0.0693,4.2315
432,33,80.0,0.5625,0.2812,0.1562,10.1548,8.7073,9.3339,90.0027,90.0017,90.0011,0.1835,2.5807
433,227,40.0,0.5,0.125,0.375,6.0581,6.0571,14.4891,90.0074,89.9961,119.9995,0.3884,1.5225
434,206,80.0,0.0,0.3438,0.6562,9.9855,9.9855,9.9855,90.0022,90.0019,89.997,0.104,1.1345
435,167,60.0,0.3333,0.0,0.6667,10.6456,5.3224,14.2068,89.9948,90.0043,120.0014,0.2166,1.6363
436,194,80.0,0.4375,0.125,0.4375,6.5659,6.5655,24.3322,90.0152,90.0089,119.9932,0.3234,1.3118
437,33,80.0,0.0625,0.0312,0.9062,11.2205,9.536,10.1611,90.0003,89.9962,90.0003,0.2229,0.7954
438,206,80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1042,3.0429
439,206,80.0,0.3125,0.3125,0.375,9.6052,9.605,9.605,90.0026,90.0027,89.9971,0.2213,1.8225
440,227,40.0,0.375,0.375,0.25,9.9165,5.7611,14.2456,91.2371,91.4361,30.6131,0.2994,1.0288
441,206,80.0,0.5938,0.2188,0.1875,9.3211,9.3207,9.3208,90.0027,90.0033,89.9978,0.2086,2.8409
442,33,40.0,0.0,0.5625,0.4375,5.3649,9.1675,9.7872,89.9981,89.9993,90.0002,0.1134,1.3039
443,206,80.0,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,0.1347,1.1451
444,33,80.0,0.5625,0.2812,0.1562,10.1548,8.7073,9.3339,90.0027,90.0017,90.0011,0.1396,2.74
445,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.004,90.0043,89.9965,0.0991,3.5939
446,206,80.0,0.5312,0.0,0.4688,9.5967,9.5963,9.5966,90.0011,90.0019,89.9993,0.2471,2.0071
447,194,80.0,0.0,0.6875,0.3125,6.6154,6.6152,24.5008,89.9952,90.0023,119.99,0.0789,1.4898
448,33,80.0,0.5,0.2812,0.2188,10.2533,8.7846,9.4108,90.0023,90.0014,90.0009,0.2026,2.3173
449,194,80.0,0.9375,0.0625,0.0,6.0917,6.0913,23.3941,90.0081,90.0008,120.0062,0.2212,3.8912
450,33,80.0,0.0938,0.6562,0.25,10.4779,8.9728,9.5924,89.9984,90.0006,90.0008,0.1495,1.6717
451,167,30.0,0.4167,0.0,0.5833,5.259,5.2586,14.0718,89.9939,90.0057,120.0015,0.1922,2.0765
452,194,80.0,0.4688,0.1875,0.3438,6.4868,6.4864,24.1881,90.0146,90.0084,119.9948,0.307,1.7724
